"POPONE"	"POPTWO"	"POPTHREE"	"DISP"
97002	14905	66200	0.1638959
684	16849	2748	0.1911933
883	382	9517	0.2384467
169	24052	2047	0.0568393
869	45625	34530	0.2466799
8562	2633	134	0.1211539
10723	6173	75227	0.0231526
8899	337	17691	0.0017577
48523	10328	357	0.1464304
60625	2844	153	0.2114917
40051	5211	23019	0.1431769
1199	747	7920	0.0033023
914	40191	18558	0.2604185
10038	217	577	0.2969208
30719	640	1219	0.2371354
27793	96638	5310	0.1831475
955	182	105	0.1796686
2004	273	4673	0.0906112
4989	85914	157	0.2328417
26234	61625	281	0.2061124
20097	11736	13974	0.2577992
1214	18306	1960	0.0854474
1080	195	2766	0.0985966
141	56159	278	0.1696509
104	26793	1712	0.1750654
2850	12852	38286	0.1899992
199	158	287	0.2423672
17920	3154	4751	0.1632934
59304	623	849	0.1457973
68122	9456	2433	0.2283778
174	392	365	0.2551439
9602	36363	2104	0.2798101
42960	99828	7405	0.2995206
343	8933	242	0.0670199
19790	2240	4452	0.2626279
26873	20733	29394	0.1749969
111	704	264	0.0600417
584	766	236	0.0220789
62368	1714	76048	0.1459758
3737	428	3278	0.2630801
798	12837	595	0.2627061
11738	22915	14610	0.1023116
557	120	1084	0.2232877
1616	317	8134	0.0021866
630	21325	46811	0.0522616
972	490	1916	0.000226591
12494	57685	16600	0.0909361
76107	1057	3202	0.1273347
401	3687	3900	0.0196446
1282	9261	69123	0.0026697
111	1241	851	0.0244435
78794	48124	8676	0.2792702
13726	131	17363	0.0663199
563	310	1334	0.262919
3195	16155	1086	0.1873171
1787	157	1525	0.0719714
108	87355	2008	0.0964258
402	16903	1212	0.1006661
155	35508	1918	0.0324908
87196	617	7533	0.2467528
1805	102	74714	0.1008254
59159	2030	122	0.2884232
3413	4464	7827	0.0143713
2299	408	8773	0.2041586
798	2397	9150	0.2571588
55190	1404	823	0.2670017
7302	16898	616	0.2742318
524	65726	34620	0.1620316
473	24330	95396	0.1108453
6862	373	5977	0.0991973
10933	83766	10064	0.1033522
30627	86318	123	0.0521346
486	11353	34285	0.0198183
117	11461	84761	0.2636204
21711	307	1068	0.1663568
29585	32962	1281	0.0541242
40836	9344	1383	0.032803
1335	10164	8925	0.038118
493	80603	108	0.254368
1191	7185	55184	0.2227297
77834	200	5171	0.2055893
222	105	325	0.0133865
59579	1020	92796	0.1508422
27944	58808	10998	0.1657583
16988	12486	993	0.2942433
7247	1715	601	0.1459531
14586	17083	3052	0.1015598
5159	80703	13292	0.2202819
515	104	4966	0.0962653
117	2179	3161	0.0953468
55005	11078	21428	0.1183106
140	520	39962	0.223338
552	636	1145	0.0060317
139	68379	126	0.0688353
38938	4941	229	0.2384014
89037	14939	4304	0.1821627
1855	837	15046	0.1263189
41932	2114	11374	0.2996779
2259	156	7644	0.1799871
1232	880	2268	0.147559
43872	61764	452	0.2328574
90640	88970	370	0.1890536
5638	592	6098	0.1808542
5196	149	7898	0.2743628
490	13735	19942	0.1347024
42216	4539	754	0.2266819
1451	1855	25384	0.0815289
75440	142	131	0.069984
87630	38625	397	0.1141032
287	2879	83963	0.1524933
170	109	9192	0.1275523
5008	250	13159	0.2087212
10750	412	24848	0.0275354
1166	1589	2270	0.1942356
70483	1171	5367	0.1816289
30946	12869	9256	0.0226259
347	5567	70003	0.0440193
2984	3152	421	0.1603237
127	4839	8948	0.2350127
389	47444	814	0.2219354
2631	2166	12176	0.1061315
461	1023	5412	0.2716395
11129	7131	1976	0.0018439
96458	2663	795	0.1629366
85739	189	21076	0.2349609
64391	27736	1501	0.2812078
15657	1147	1548	0.000568278
344	221	161	0.013169
10528	75266	331	0.2472175
13342	347	21170	0.1911014
6492	36854	1307	0.2125335
4895	1518	267	0.0294335
30908	780	1446	0.0584369
13761	366	10242	0.1288581
20574	16177	347	0.1191669
7668	1557	245	0.0135479
109	5363	7980	0.0859007
54400	52381	1594	0.2638844
614	2701	1546	0.2224459
201	409	633	0.0906127
5575	9570	29157	0.2345858
2893	10389	55083	0.1886896
68529	6179	371	0.126622
638	40415	510	0.2173601
5997	48389	862	0.246537
753	65289	31092	0.1583953
13992	15113	1317	0.2792797
12679	98584	3528	0.0426438
23606	5623	418	0.0618485
243	608	26734	0.0867127
89429	16492	83752	0.0270234
6953	2442	140	0.2204599
19309	10232	1273	0.0511593
3226	642	22833	0.1319814
40541	518	5300	0.0842968
4261	9055	28828	0.1968747
6910	2253	2204	0.0535175
581	20923	10651	0.2573341
250	8434	2293	0.0365372
2023	4839	16802	0.0826076
37278	254	1170	0.126015
2313	38962	926	0.0404287
81375	18564	18847	0.2851796
104	127	6913	0.0378138
6581	993	8122	0.1476838
120	2893	95326	0.1459685
27448	501	27740	0.0248643
27776	58602	225	0.2203613
637	28551	3695	0.1777816
8652	22561	134	0.1461344
34240	221	4221	0.2287504
17334	368	39275	0.1939302
30726	457	836	0.1057407
17421	28672	297	0.036784
39863	4100	49254	0.2586382
450	4104	188	0.1449151
54219	8491	1683	0.073227
737	1878	608	0.2879004
3231	1774	358	0.2024312
16608	332	970	0.2070678
1257	676	359	0.2857297
13013	5494	8479	0.2355124
52658	43522	356	0.1204864
3060	7166	475	0.265553
6867	237	5406	0.0214601
2216	11813	896	0.0416841
36403	123	317	0.2383797
220	5406	2750	0.0245454
7787	113	10836	0.2448653
134	2630	591	0.0078629
123	707	9985	0.065293
84738	5147	8443	0.1092596
4875	290	3335	0.2836532
150	17941	427	0.0853951
8687	318	664	0.2665749
4097	322	3830	0.2642842
35200	50292	16051	0.0832913
16152	812	26960	0.0589156
529	9238	721	0.0237316
3300	5888	202	0.1706177
1134	331	294	0.040692
56779	1141	88310	0.2379776
2365	39156	32029	0.0350128
1017	761	4593	0.2910142
7727	1585	6125	0.1894828
1266	5459	1599	0.2549443
2010	35980	801	0.0846129
368	43988	86779	0.1216028
148	11617	4269	0.2807598
71700	38433	313	0.2613992
35706	6869	3149	0.0313421
64166	493	24268	0.1174737
459	2004	21543	0.0672468
1596	459	5858	0.2838641
222	2536	5978	0.2946595
1592	229	7642	0.1759975
109	466	7110	0.0694305
1186	930	335	0.0713319
345	305	36434	0.0430175
342	348	604	0.1464635
16158	31608	11736	0.0620368
2762	37767	21516	0.1412599
10593	915	902	0.2161216
3239	33725	12271	0.1839434
1990	1030	564	0.2377132
144	6967	247	0.2197673
12402	68157	4008	0.0582666
16630	15511	320	0.1935056
23941	652	9793	0.204088
7093	22662	46889	0.1200622
23420	690	87578	0.1697127
644	4808	209	0.1340235
2464	53456	6718	0.2951466
2094	3899	909	0.0273353
132	1797	4260	0.2400362
532	94944	5514	0.0824423
3909	130	16550	0.2813329
5233	255	3304	0.2958794
41814	1056	354	0.0207968
332	6338	1733	0.1820162
51626	222	8978	0.2820548
2913	337	156	0.1554738
16701	7484	66384	0.2037515
432	18373	48023	0.2410796
1650	8288	1403	0.0601161
1445	3298	126	0.2571517
103	3012	995	0.15005
133	269	120	0.1565901
10761	56919	37870	0.1688758
21927	30014	1389	0.2181324
7927	199	4635	0.1117666
17657	100	72021	0.004981
1020	11773	16207	0.202154
4735	643	5499	0.1146976
2071	15774	174	0.2775611
1539	520	258	0.0041439
94413	33246	235	0.2518808
104	47922	35754	0.1167787
812	11921	2462	0.2138429
69648	19624	677	0.1868148
145	6313	1812	0.0351061
17497	23100	1426	0.1990452
60287	113	2076	0.282219
28844	2900	42461	0.0731361
24581	38884	53239	0.0108489
143	367	16543	0.2140633
8097	256	579	0.1324281
3677	23808	98365	0.2325935
26165	153	2872	0.1365209
1803	8898	259	0.2243671
135	604	62026	0.2908784
33306	9742	8895	0.1769081
147	959	2372	0.1518628
533	2847	7504	0.0836646
24129	1181	7812	0.0877761
1280	16024	3775	0.0536558
84221	343	107	0.2551274
8707	435	6056	0.0621526
26411	5549	5411	0.163938
68777	581	184	0.1071695
1063	49060	27008	0.0687806
1858	613	560	0.1881176
182	836	2165	0.1704875
102	59444	289	0.2509609
2290	1117	1497	0.088315
14164	1530	3189	0.2096283
90175	4835	12221	0.0039419
153	1222	122	0.0501371
649	933	34846	0.2402589
15680	6351	118	0.0415811
14990	9577	2375	0.1056752
3076	395	13115	0.0325511
6153	111	35665	0.2798029
379	15068	963	0.0525529
7558	2892	1398	0.186668
3914	8831	6398	0.2844462
5581	22611	213	0.1952684
1931	73148	246	0.1034349
18163	1338	2142	0.2353181
403	21167	1295	0.2429562
63966	422	7830	0.1318493
31229	1385	4957	0.0967819
16726	154	11845	0.0242674
328	162	105	0.1141468
52733	177	53192	0.2134944
98022	61957	16338	0.2359588
174	8441	802	0.2260531
48251	69550	6764	0.0910634
17295	907	62104	0.1350019
2686	3937	66143	0.0605317
42878	120	16858	0.2151043
74624	397	6624	0.2899601
764	25377	2811	0.13454
43869	1862	397	0.1895317
2442	862	3352	0.1144543
51587	125	1403	0.161808
359	9859	1037	0.1365862
217	26560	20908	0.2822483
23219	209	485	0.1645925
141	877	5757	0.1347678
345	92956	543	0.153897
134	5371	57983	0.0619843
252	629	215	0.0063269
1807	249	1927	0.2809758
517	8043	2917	0.1226955
281	754	1378	0.2535814
7343	3024	407	0.1103194
1381	7399	13552	0.0768044
341	532	646	0.2649278
6965	563	215	0.0745839
1905	12894	79585	0.2111058
9428	2769	4821	0.2830046
2854	16046	1085	0.2046737
63525	77815	16430	0.2770511
27196	102	535	0.0480473
77125	10285	193	0.2656369
33052	1674	145	0.2146115
2641	69600	1338	0.0883775
281	18182	155	0.1403072
1188	1771	209	0.2095391
11120	399	236	0.0659781
9593	131	302	0.0877394
1610	38600	30679	0.2696817
21342	309	41612	0.0396275
4575	437	8313	0.0571353
233	272	32351	0.2360104
144	271	4700	0.2143167
811	12470	19463	0.1557124
6340	1386	985	0.0190382
48191	62557	108	0.2122929
36584	33209	168	0.0850473
29869	491	2365	0.1089835
12601	57116	53817	0.1931828
218	1676	63998	0.0489005
6295	17083	46360	0.1791615
273	484	692	0.2083981
105	92381	29545	0.1478781
1035	8462	10529	0.0570633
3473	14555	692	0.143556
124	1930	35804	0.2670236
4319	27514	29992	0.2117456
4560	4019	521	0.271816
1314	1066	524	0.1204186
6039	1287	126	0.1992667
956	1156	102	0.1039662
394	122	3434	0.2430182
1322	195	28497	0.1221744
36749	1592	59174	0.2080885
1299	4346	1179	0.2232642
8016	53776	9625	0.1030632
9662	2553	2942	0.2975594
2144	8592	10832	0.2110575
1100	354	9566	0.1873927
5252	2248	79086	0.2554572
2116	690	1111	0.2426397
50143	968	542	0.0088076
11039	20544	54381	0.1805427
60013	1466	90768	0.1869926
105	28905	11452	0.1722144
2332	152	34046	0.1566734
9240	4129	149	0.0138849
3175	6107	2219	0.1025802
39367	5741	31418	0.0098565
89606	656	1182	0.0115156
2430	10180	825	0.2609268
368	7092	37887	0.2474988
3831	231	4987	0.1581514
70831	1294	1615	0.0299882
1752	19350	84958	0.2601653
1081	82734	10360	0.1927809
845	534	774	0.0168982
398	1279	19562	0.0546585
754	4943	105	0.2786395
215	2629	228	0.1665799
235	775	162	0.1900091
564	2682	10242	0.0667331
679	5881	16211	0.2783357
164	92377	666	0.083904
1349	16696	38462	0.0779817
3289	1441	13081	0.2917582
98337	643	2354	0.0950138
229	60244	1947	0.057644
2849	1444	246	0.1250588
50217	11215	1270	0.0088024
39586	4635	383	0.2820386
38906	1357	2691	0.0960021
5027	16430	2597	0.2383561
1146	378	237	0.2795689
27201	11218	3222	0.2501313
5341	91329	36580	0.0743949
14857	349	15827	0.0396443
237	49087	25651	0.0170128
332	234	23189	0.2133543
125	3453	34772	0.0197029
2365	20986	27661	0.0859043
1127	2132	1030	0.0710772
9722	70493	11250	0.2304413
4723	2588	477	0.2427422
1395	163	285	0.0456485
1080	77926	2622	0.150432
694	12376	87433	0.0200422
33583	11155	6060	0.1723828
115	4571	281	0.2423217
1933	1412	116	0.274452
25050	9657	87367	0.2919052
4543	32917	5640	0.2016945
33709	187	15554	0.289879
10282	311	2597	0.2650163
18187	605	256	0.1629071
110	72953	442	0.2243251
281	116	23070	0.1755225
56973	1450	474	0.2127925
486	152	1839	0.113475
757	841	122	0.1191484
68046	14451	61875	0.0897053
10115	8307	1196	0.0818908
1624	242	114	0.2531107
2480	8008	11707	0.0270888
1986	57406	4512	0.0522686
4343	670	8455	0.1336268
275	107	128	0.1115066
3081	31266	3733	0.1440872
37240	105	3706	0.0511412
2941	5523	149	0.017845
5864	40188	126	0.2232987
33390	70754	158	0.2350525
55270	1708	1065	0.2764499
10899	9820	102	0.180961
561	1027	62000	0.0988526
8354	611	365	0.031597
90251	703	235	0.1096145
445	49613	19618	0.13416
1154	4290	2648	0.0613955
8050	74780	2358	0.171376
296	11398	111	0.1945714
281	4116	5952	0.1115221
53087	428	12733	0.1766841
573	781	27899	0.0981933
6935	3197	173	0.2229898
97596	9201	902	0.1335306
1218	7777	983	0.0091695
3485	2487	108	0.2633854
1934	14456	7648	0.0155058
106	46724	741	0.1973523
10143	7363	719	0.1419198
50835	213	243	0.2727257
352	34057	41788	0.181412
2145	94806	4773	0.0838055
589	770	115	0.0294798
3856	12738	175	0.0751469
4228	172	812	0.2339123
1537	13084	394	0.2113846
908	509	40629	0.1175315
428	952	45340	0.0247776
1320	127	107	0.1247474
64507	850	24491	0.0535148
341	4422	17582	0.0689249
3039	5670	2385	0.289235
810	141	6461	0.1530853
49717	25537	117	0.029888
2579	32725	6089	0.0084043
146	561	2812	0.0235079
225	2608	1121	0.0896934
419	3099	23654	0.1733796
21330	575	337	0.2655865
26318	1544	11042	0.0659311
19744	124	24589	0.0548277
647	8081	6291	0.0885528
56669	4103	157	0.1912679
203	790	1449	0.180011
20734	3054	144	0.1826959
21545	154	706	0.0249562
715	5204	13806	0.2148229
3941	1456	3163	0.052608
57747	148	76962	0.1254546
276	355	11853	0.1552709
12581	36710	545	0.1795345
14383	15315	766	0.2079447
80502	6491	327	0.0272027
39190	758	14426	0.1769374
214	16569	459	0.2557022
2923	1768	6481	0.1200644
32611	429	1500	0.1512159
5494	9464	823	0.0237241
3794	2229	2047	0.2061333
394	93219	1231	0.2084979
2421	83324	3063	0.2038586
49812	178	5180	0.1560893
455	17918	119	0.1929348
6476	125	433	0.1862507
967	24452	304	0.0096528
3886	822	975	0.0820833
268	393	6106	0.0554593
1522	8063	113	0.1771519
3641	2562	30109	0.2536615
27300	5175	366	0.0650868
44390	6136	1066	0.1643401
243	100	17708	0.0758276
831	520	188	0.0041
6124	15271	10715	0.261248
2288	119	36297	0.0160722
655	100	993	0.000719124
40366	1951	796	0.016792
51425	433	41144	0.0227407
2941	58608	66219	0.1548544
13425	6384	6177	0.0815876
17198	5107	987	0.1021711
1230	113	594	0.1554072
6348	1542	4317	0.2268243
10063	84524	1087	0.241988
208	1819	6643	0.1838013
745	277	9277	0.0103901
3024	3692	11124	0.0765361
1241	9450	6891	0.280544
1883	2352	3353	0.1548254
994	1175	9346	0.0186145
935	43782	2215	0.0873168
58063	14834	1819	0.1364639
1937	1793	31787	0.136258
514	65370	9496	0.2430044
271	41989	31351	0.2541753
11399	50555	38320	0.1616515
164	9862	837	0.11296
145	7332	1445	0.1954734
93928	370	21664	0.2510055
53920	14192	1337	0.2050667
1361	26494	1858	0.155213
82906	13632	166	0.2658374
1426	34000	422	0.2868073
807	127	10622	0.2016294
46612	598	3446	0.0253851
27512	12820	173	0.2236582
131	119	124	0.2159148
78848	69660	16144	0.0774982
2943	92210	8245	0.2188795
6258	30064	38929	0.120098
21157	139	39100	0.2909227
26651	11272	5205	0.0736213
281	18057	26096	0.0572605
17999	1920	69603	0.0358957
900	2015	43240	0.0729793
217	554	116	0.2953321
160	301	188	0.099808
478	94238	199	0.1932291
212	19088	687	0.1866929
71226	9013	24771	0.2760797
13328	6154	33362	0.2167
31980	2911	509	0.1515513
57380	2733	8182	0.0798381
6286	41309	796	0.0393175
65784	204	11801	0.05588
15825	57747	2199	0.0688167
135	424	1120	0.0088267
6004	2390	44881	0.2438802
3511	1582	6559	0.253972
8821	283	11276	0.2812838
458	92142	8435	0.0120847
595	345	389	0.2639657
14089	162	657	0.2764373
150	1036	128	0.2685991
175	2108	223	0.2965164
33001	179	29062	0.2945929
595	8880	7451	0.1677562
6937	230	63554	0.0178466
1453	7279	55109	0.2434991
38468	212	379	0.0445865
241	53128	54720	0.181332
7244	24958	94509	0.1599626
265	73864	465	0.0267984
4081	4890	102	0.0482983
6337	115	239	0.1339873
897	183	11487	0.1703044
66994	1236	106	0.1363113
14301	514	51347	0.1643978
794	303	19847	0.2250553
4405	594	86345	0.0292232
140	6430	1985	0.0501318
25680	34672	1312	0.245947
10865	4456	25631	0.1221987
1484	73776	543	0.1739836
6688	18049	32781	0.260946
566	15904	4606	0.0131786
52715	7231	9333	0.1109527
19043	294	23159	0.2342478
1066	5378	8533	0.2731226
12350	15570	928	0.1086206
18489	588	7038	0.2545927
90848	322	95629	0.0768217
575	274	190	0.0534483
3120	29276	846	0.0804022
602	36922	3717	0.2678384
280	8432	3102	0.0949847
24102	4355	23686	0.1625547
81208	168	5744	0.1057111
3138	11944	21328	0.021872
509	15734	16006	0.1917913
1199	25278	34618	0.260137
105	274	709	0.0078134
22314	195	227	0.0466145
19173	551	21230	0.1209806
18751	58927	164	0.2739597
63343	607	3663	0.1841834
22879	754	988	0.1892839
27867	308	89808	0.0702106
165	1897	20972	0.2982144
43978	562	4196	0.1172253
23226	40195	2561	0.0170003
265	945	31130	0.2654888
52207	2826	16732	0.1814462
56462	5195	9217	0.0376902
15277	1824	190	0.0039279
624	125	2852	0.1176334
843	565	11417	0.2112699
207	2246	5207	0.2618144
112	5831	328	0.0987241
1076	70524	75377	0.198254
4939	54197	4103	0.2405824
49334	71291	17654	0.2042371
224	3707	840	0.0530542
271	186	28551	0.2747837
35611	43934	45077	0.2437399
87810	44141	59930	0.0735191
57213	30872	158	0.0345934
10530	12928	1349	0.014168
811	5135	13022	0.0265011
46406	1526	5256	0.1178273
1588	25987	28756	0.0879314
2557	11797	69262	0.2317396
10192	1062	610	0.0686035
669	583	712	0.155202
6680	79893	195	0.2428138
153	1156	209	0.2173738
233	3234	1179	0.2554393
7303	242	80786	0.0234196
431	4241	4482	0.2257513
6590	10279	76329	0.1205482
462	198	113	0.2594302
8415	116	66071	0.1735443
2200	402	15603	0.0112181
20904	2171	1866	0.0966763
6028	678	16897	0.215038
178	673	27208	0.0802787
229	306	427	0.1231596
6927	610	5395	0.0089351
3631	48553	171	0.0074279
5531	9656	799	0.2401381
53650	173	212	0.2713173
135	11989	630	0.2831748
1844	1460	4229	0.0587353
148	12507	29749	0.0575429
5480	233	22875	0.1850819
2109	684	680	0.1941087
750	8967	61038	0.2607077
1606	15564	146	0.1948484
36767	1157	334	0.2665473
454	217	2134	0.2786262
5601	183	7451	0.2989764
28928	788	18059	0.2618957
6469	1915	194	0.2135729
601	5136	17144	0.0781089
473	18330	15455	0.0465557
2640	289	3180	0.1479533
26069	2310	5189	0.018162
43237	3772	2083	0.2119826
3611	1194	3648	0.2188451
113	13242	50930	0.0094238
1894	332	261	0.0740261
589	50732	279	0.1085929
4438	14468	891	0.0475527
503	56579	2934	0.2628467
5068	623	2676	0.0272877
692	136	81655	0.1716654
101	58377	5220	0.0038744
871	33792	216	0.2589151
412	106	32750	0.0946138
57586	5620	102	0.2787659
45577	831	5675	0.236298
12984	89167	1377	0.1202744
5247	546	5215	0.0521071
21422	16054	274	0.0012453
502	764	1803	0.2760975
525	17759	1699	0.0657376
19717	45278	167	0.2997308
17191	14957	378	0.0646055
4030	113	49676	0.2294225
182	1803	2178	0.0207925
562	3105	885	0.2045628
8769	139	32991	0.0202587
43057	978	544	0.1008834
1109	9030	1608	0.0977924
101	15270	7483	0.281921
48769	76350	73221	0.1512047
97163	167	37466	0.0285233
183	196	311	0.049892
1776	184	10589	0.2711408
1600	18823	28243	0.1316937
44491	1096	1327	0.2416105
30669	496	604	0.0093319
116	29576	52550	0.2976826
985	1109	51745	0.0250844
174	480	104	0.2231543
8737	175	564	0.1317112
2198	49667	76852	0.1629191
29445	324	157	0.2914296
13078	25303	125	0.2711323
7749	6602	6283	0.2736658
96085	7798	183	0.10311
2247	177	55878	0.2932422
8388	21321	66949	0.2574956
63927	8709	1319	0.2733982
8383	5248	20771	0.2775378
6401	9156	1973	0.0330617
30781	673	51563	0.2962454
49335	29074	318	0.0310118
5727	491	25456	0.2366438
274	6481	157	0.1608136
592	1464	20498	0.2693635
5065	1717	4160	0.1785957
82203	18623	99766	0.19268
13382	21610	17102	0.2672543
136	37372	4219	0.1985337
64915	862	54417	0.0315527
3599	4571	183	0.0112055
171	76848	1302	0.0137491
6384	111	59757	0.2879482
68417	9130	1251	0.2815747
494	137	2173	0.0707823
44788	36985	375	0.1442453
13669	556	12682	0.0325953
3769	204	311	0.0635133
22938	18377	82649	0.1825161
2509	45568	487	0.0099146
3762	72308	388	0.1418721
48249	46240	12536	0.169157
273	757	76232	0.2486396
22867	26588	66408	0.0921053
19930	997	156	0.1410184
3062	2858	28124	0.1705956
2964	82642	19490	0.1416449
18923	2707	521	0.2002984
50465	286	669	0.0164771
161	1411	4170	0.1214699
2793	1271	135	0.0166158
6684	10892	1534	0.0654606
619	100	34302	0.2983177
240	18024	24074	0.2572517
143	135	391	0.2518721
28589	888	117	0.2222096
27128	5996	22659	0.2193062
397	609	54326	0.1644919
160	156	7496	0.150283
1187	156	21105	0.1899401
57678	14378	665	0.275827
9469	58763	8543	0.0480902
1057	11163	644	0.1015755
354	684	3017	0.2801262
790	86368	1955	0.0322211
917	983	2139	0.1892979
173	238	14446	0.0623406
190	40969	437	0.2675291
12822	3509	5119	0.1440451
250	17225	552	0.2632158
758	26236	797	0.0277438
66437	5523	206	0.1313582
90314	3142	22032	0.0451078
81976	51515	1813	0.0085722
112	18974	1119	0.0535878
23478	49597	54763	0.1391967
1471	2458	130	0.0272601
1029	54637	30658	0.2584115
95630	62239	953	0.0511582
1199	4152	430	0.01533
212	76135	37527	0.2743658
174	881	86456	0.0716016
238	208	2120	0.0125836
1672	1011	139	0.1296069
27434	1281	19874	0.2310833
460	4970	477	0.2802459
1476	28938	752	0.0170032
29522	205	140	0.2333722
7953	537	16196	0.2244833
2964	5414	1763	0.287155
8959	10146	942	0.1701908
11868	616	8034	0.0178139
4214	3293	43136	0.0909091
14064	209	101	0.099415
957	6980	342	0.0996954
29743	1596	29488	0.0506066
2324	20899	14175	0.2521534
8521	22670	24608	0.2260164
30408	603	47422	0.2753983
35342	227	62817	0.017522
3023	10785	43231	0.1473194
691	8824	73126	0.1394497
23129	77496	123	0.1950488
63542	7778	302	0.2692144
33366	156	10615	0.232043
1745	3525	239	0.1449475
108	399	1876	0.0674937
30310	1144	1349	0.2586528
30179	441	801	0.0522897
2512	379	106	0.1674145
62637	9074	313	0.2610077
1299	698	7587	0.1033521
553	11857	3024	0.187336
752	5487	11095	0.1893923
35739	9791	371	0.0316841
351	19289	2338	0.0690029
123	1366	2850	0.0192989
598	43306	648	0.148979
28202	89523	691	0.2368473
468	4371	25370	0.1143293
1119	19161	127	0.2164745
325	6994	1650	0.1789677
356	58638	11695	0.1207173
63313	244	727	0.1307043
32178	349	5893	0.1745164
148	173	4257	0.2600113
1059	15785	5860	0.1711478
1683	158	474	0.076347
2743	632	1773	0.2338364
30466	954	67285	0.1785408
4245	815	2646	0.2032094
29079	373	72543	0.2850167
8448	4380	398	0.1959474
259	15993	293	0.0285379
698	20138	823	0.1174777
22958	172	9157	0.176709
1381	1434	60886	0.0769404
842	194	2795	0.2657393
4138	134	1395	0.1213487
66845	26621	13586	0.0739759
2260	29103	624	0.0051489
690	274	6334	0.2671265
45823	123	35796	0.1714417
113	34545	218	0.1970513
19693	1966	771	0.1250104
559	272	521	0.1187039
193	1369	1458	0.0362895
2314	106	3045	0.1172819
43947	666	4177	0.0646524
152	26507	2679	0.2169763
7286	3095	76202	0.2675356
34835	1025	8716	0.0429837
69429	101	112	0.2462179
1150	12723	18034	0.0181351
66222	93677	2694	0.0192918
179	23897	1750	0.0491325
1696	1156	6799	0.0379028
99166	21275	107	0.1864489
2833	757	1586	0.1285326
23693	4096	8529	0.0105963
2068	1556	8557	0.1171591
59348	12744	85050	0.2151613
39301	361	6517	0.2804378
26730	12596	13790	0.2998002
109	10060	2984	0.1256701
4329	212	3154	0.2735579
4926	7199	338	0.2889138
21438	141	178	0.0669392
238	745	2392	0.0450716
89401	13896	2247	0.1231511
1058	67578	8020	0.1739663
491	50384	232	0.1716673
15373	22042	569	0.2485496
19109	6027	71497	0.0646164
653	1147	62051	0.2322694
14255	612	630	0.1362895
34134	9644	794	0.0687341
2563	27370	42894	0.1321804
65441	13538	317	0.2150948
1113	52326	76083	0.1046382
1102	29527	124	0.000850197
992	29167	74048	0.2014334
2185	24806	35525	0.2264002
542	8212	3972	0.2702831
103	59243	1731	0.1540495
4525	443	6845	0.1140405
1999	1928	24496	0.2272755
607	245	597	0.1800721
52489	250	59176	0.2889973
112	7681	58048	0.2830357
9339	1341	28111	0.2868299
604	9672	30649	0.1675448
676	16441	57788	0.1773871
8616	31038	186	0.2241508
56254	49911	172	0.1106828
25836	964	17805	0.1509185
265	2648	65329	0.0865812
1357	41074	164	0.1338505
8751	10531	6006	0.2881798
5146	22054	742	0.2059517
3428	49080	10874	0.2676542
948	62022	35495	0.1210884
94174	2234	118	0.2186851
565	141	41109	0.0631814
15325	266	1229	0.0899824
187	138	637	0.1771023
479	117	54634	0.2258809
3271	300	49128	0.1539273
52999	7713	1076	0.0225384
170	12598	7856	0.2792435
17282	24474	59726	0.0233004
21855	118	341	0.0171079
2196	5101	139	0.2452714
674	247	23344	0.2995833
92605	140	4411	0.0751774
36395	281	20684	0.0181499
12928	485	25744	0.0519592
646	34710	125	0.2014345
12154	24094	569	0.0821293
20614	257	25283	0.0685011
127	38752	411	0.0762965
824	17437	16735	0.254277
59661	221	652	0.2711907
1948	22634	49470	0.022325
201	247	30026	0.1518277
574	132	586	0.0656645
4012	359	6894	0.0065785
30015	133	591	0.0423868
236	1989	86511	0.2849146
14459	91383	307	0.1888285
241	10385	1101	0.2292365
6041	94550	1762	0.1428089
600	158	9611	0.2248397
858	18886	81810	0.2680427
16398	20676	669	0.1066987
6839	893	1085	0.0594806
12245	1075	41817	0.1824185
33752	483	1092	0.1821011
734	24861	7216	0.0317162
26846	75564	7333	0.0615096
13408	360	2716	0.2630891
9813	53355	2194	0.2874529
3300	28491	2423	0.1445386
88720	370	6433	0.0083352
23992	2260	5053	0.2479258
226	1215	751	0.257827
82496	64708	913	0.1376991
668	27007	350	0.2872013
29045	276	1450	0.0389627
1006	293	6114	0.2004625
4481	1850	132	0.0049047
214	89905	881	0.1287778
30136	11151	22724	0.1051894
11301	27152	117	0.2255355
1241	980	2946	0.1602175
5298	748	1225	0.251393
635	131	2112	0.2898975
173	7155	13746	0.1092296
7500	45315	132	0.2302333
10756	2767	32192	0.0661082
5212	93138	80851	0.2223007
509	46795	6079	0.2949143
43565	1107	11610	0.1104019
169	85459	73524	0.055914
24666	291	84389	0.1028231
835	31850	6025	0.1818004
213	24398	1393	0.2830129
5327	251	296	0.1144772
2251	266	34461	0.0620162
442	1433	44411	0.0244144
531	725	93904	0.2209855
856	43159	20524	0.0057078
21181	543	1439	0.2201558
51943	12806	154	0.0572277
4137	30385	48492	0.0087144
10585	424	200	0.2394994
208	1601	1353	0.1019047
9982	170	1765	0.2335036
1375	15520	74148	0.1720542
61318	47054	4250	0.2758015
589	4587	139	0.1639366
2374	69820	696	0.1957401
127	2152	30819	0.2626424
14359	26069	9937	0.1390151
52726	605	21865	0.2211987
70384	43618	2683	0.2567938
92203	31375	11405	0.1076162
539	221	53598	0.2659331
23809	2252	396	0.2398305
2953	768	249	0.1928949
3036	223	4778	0.2787247
242	4047	806	0.1570463
